perturbation,Log2 fold change,FDR P value,Cell type affected,Known regulation of macrophage differentiation or CD14,References,screened_by_surdziel
LOC653623,0,1,,Not reviewed,,not screened
Hs.369473,0,1,,Not reviewed,,not screened
Hs.546837,0,1,,Not reviewed,,not screened
CRKRS,0,1,,Not reviewed,,not screened
Hs.575573,0,1,,Not reviewed,,not screened
Hs.573800,0,1,,Not reviewed,,not screened
LOC650122,0,1,,Not reviewed,,not screened
LOC646580,0,1,,Not reviewed,,not screened
Hs.544019,0,1,,Not reviewed,,not screened
DAG1,0,1,,Not reviewed,,not screened
Hs.563228,0,1,,Not reviewed,,not screened
OR5H2,0,1,,Not reviewed,,not screened
KBTBD4,0,1,,Not reviewed,,not screened
SUGT1P,0,1,,Not reviewed,,not screened
Hs.556968,0,1,,Not reviewed,,not screened
LOC339457,0,1,,Not reviewed,,not screened
Hs.173134,0,1,,Not reviewed,,not screened
Hs.129133,0,1,,Not reviewed,,not screened
GAP43,0,1,,Not reviewed,,not screened
Hs.89113,0,1,,Not reviewed,,not screened
Hs.542027,0,1,,Not reviewed,,not screened
Hs.146632,0,1,,Not reviewed,,not screened
Hs.146074,0,1,,Not reviewed,,not screened
LOC652656,0,1,,Not reviewed,,not screened
Hs.573828,0,1,,Not reviewed,,not screened
CKM,0,1,,Not reviewed,,not screened
Hs.570060,0,1,,Not reviewed,,not screened
LOC651959,0,1,,Not reviewed,,not screened
Hs.434134,0,1,,Not reviewed,,not screened
Hs.565762,0,1,,Not reviewed,,not screened
Hs.582599,0,1,,Not reviewed,,not screened
IFNA7,0,1,,Not reviewed,,not screened
Hs.562684,0,1,,Not reviewed,,not screened
LTBP2,0,1,,Not reviewed,,not screened
Hs.507449,0,1,,Not reviewed,,not screened
Hs.135067,0,1,,Not reviewed,,not screened
RNASE11,0,1,,Not reviewed,,not screened
RCD-8,0,1,,Not reviewed,,not screened
SEC14L5,0,1,,Not reviewed,,not screened
Hs.560106,0,1,,Not reviewed,,not screened
SCYL1,0,1,,Not reviewed,,not screened
ZDHHC23,0,1,,Not reviewed,,not screened
Hs.544436,0,1,,Not reviewed,,not screened
MCM3AP,0,1,,Not reviewed,,not screened
LOC645535,0,1,,Not reviewed,,not screened
LCE3D,0,1,,Not reviewed,,not screened
Hs.575385,0,1,,Not reviewed,,not screened
THAP1,0,1,,Not reviewed,,not screened
IFT74,0,1,,Not reviewed,,not screened
ZNF706,0,1,,Not reviewed,,not screened
LTA,0,1,,Not reviewed,,not screened
RAPGEF6,0,1,,Not reviewed,,not screened
Hs.573171,0,1,,Not reviewed,,not screened
LOC642606,0,1,,Not reviewed,,not screened
LOC645389,0,1,,Not reviewed,,not screened
Hs.563251,0,1,,Not reviewed,,not screened
LOC642671,0,1,,Not reviewed,,not screened
LOC645593,0,1,,Not reviewed,,not screened
NDRG3,0,1,,Not reviewed,,not screened
SIP1,0,1,,Not reviewed,,not screened
SNX16,0,1,,Not reviewed,,not screened
ASB17,0,1,,Not reviewed,,not screened
PTPRQ,0,1,,Not reviewed,,not screened
ARPP-19,0,1,,Not reviewed,,not screened
TAF13,0,1,,Not reviewed,,not screened
Hs.574371,0,1,,Not reviewed,,not screened
ZFP161,0,1,,Not reviewed,,not screened
OGN,0,1,,Not reviewed,,not screened
CELSR2,0,1,,Not reviewed,,not screened
FZD6,0,1,,Not reviewed,,not screened
TRUB2,0,1,,Not reviewed,,not screened
YIF1B,0,1,,Not reviewed,,not screened
HSDL1,0,1,,Not reviewed,,not screened
Hs.571643,0,1,,Not reviewed,,not screened
DARS2,0,1,,Not reviewed,,not screened
UTS2R,0,1,,Not reviewed,,not screened
Hs.534711,0,1,,Not reviewed,,not screened
Hs.574474,0,1,,Not reviewed,,not screened
SCN4A,0,1,,Not reviewed,,not screened
Hs.576251,0,1,,Not reviewed,,not screened
C14orf129,0,1,,Not reviewed,,not screened
Hs.276981,0,1,,Not reviewed,,not screened
Hs.130980,0,1,,Not reviewed,,not screened
RNASE4,0,1,,Not reviewed,,not screened
SMOX,0,1,,Not reviewed,,not screened
LOC651578,0,1,,Not reviewed,,not screened
CLCN7,0,1,,Not reviewed,,not screened
Hs.544020,0,1,,Not reviewed,,not screened
GPR23,0,1,,Not reviewed,,not screened
Hs.134210,0,1,,Not reviewed,,not screened
Hs.458449,0,1,,Not reviewed,,not screened
Hs.181697,0,1,,Not reviewed,,not screened
Hs.576632,0,1,,Not reviewed,,not screened
Hs.535087,0,1,,Not reviewed,,not screened
LOC649192,0,1,,Not reviewed,,not screened
Hs.484390,0,1,,Not reviewed,,not screened
Hs.550239,0,1,,Not reviewed,,not screened
Hs.547587,0,1,,Not reviewed,,not screened
Hs.546030,0,1,,Not reviewed,,not screened
Hs.580768,0,1,,Not reviewed,,not screened
PP2447,0,1,,Not reviewed,,not screened
Hs.583973,0,1,,Not reviewed,,not screened
Hs.580330,0,1,,Not reviewed,,not screened
ING5,0,1,,Not reviewed,,screened
Hs.561824,0,1,,Not reviewed,,not screened
LEPROTL1,0,1,,Not reviewed,,not screened
Hs.579224,0,1,,Not reviewed,,not screened
DOCK3,0,1,,Not reviewed,,not screened
LOC642588,0,1,,Not reviewed,,not screened
RNF38,0,1,,Not reviewed,,not screened
Hs.573392,0,1,,Not reviewed,,not screened
Hs.298366,0,1,,Not reviewed,,not screened
Hs.583411,0,1,,Not reviewed,,not screened
LOC643350,0,1,,Not reviewed,,not screened
Hs.540063,0,1,,Not reviewed,,not screened
Hs.543722,0,1,,Not reviewed,,not screened
Hs.31632,0,1,,Not reviewed,,not screened
Hs.199565,0,1,,Not reviewed,,not screened
LOC653328,0,1,,Not reviewed,,not screened
MRPL12,0,1,,Not reviewed,,not screened
Hs.569892,0,1,,Not reviewed,,not screened
LOC648811,0,1,,Not reviewed,,not screened
ZNF440,0,1,,Not reviewed,,not screened
Hs.573117,0,1,,Not reviewed,,not screened
LOC643461,0,1,,Not reviewed,,not screened
SHC1,0,1,,Not reviewed,,not screened
OR5V1,0,1,,Not reviewed,,not screened
C17orf68,0,1,,Not reviewed,,not screened
Hs.534912,0,1,,Not reviewed,,not screened
ASB9,0,1,,Not reviewed,,not screened
Hs.538565,0,1,,Not reviewed,,not screened
LOC653370,0,1,,Not reviewed,,not screened
MPL,0,1,,Not reviewed,,not screened
CEACAM20,0,1,,Not reviewed,,not screened
ACTA2,0,1,,Not reviewed,,screened
Hs.559411,0,1,,Not reviewed,,not screened
PTPN5,0,1,,Not reviewed,,not screened
Hs.543901,0,1,,Not reviewed,,not screened
Hs.546978,0,1,,Not reviewed,,not screened
Hs.563963,0,1,,Not reviewed,,not screened
Hs.516356,0,1,,Not reviewed,,not screened
Hs.443685,0,1,,Not reviewed,,not screened
THBS1,0,1,,Not reviewed,,not screened
Hs.131218,0,1,,Not reviewed,,not screened
Hs.565947,0,1,,Not reviewed,,not screened
BRE,0,1,,Not reviewed,,not screened
RPS6KB1,0,1,,Not reviewed,,not screened
ADRA2B,0,1,,Not reviewed,,not screened
CPNE4,0,1,,Not reviewed,,not screened
LOC642509,0,1,,Not reviewed,,not screened
JMJD1B,0,1,,Not reviewed,,not screened
CCDC43,0,1,,Not reviewed,,not screened
TG,0,1,,Not reviewed,,not screened
Hs.582457,0,1,,Not reviewed,,not screened
CEP76,0,1,,Not reviewed,,not screened
Hs.157234,0,1,,Not reviewed,,not screened
LOC642026,0,1,,Not reviewed,,not screened
HCFC2,0,1,,Not reviewed,,not screened
Hs.119871,0,1,,Not reviewed,,not screened
Hs.570118,0,1,,Not reviewed,,not screened
FLJ10159,0,1,,Not reviewed,,not screened
SLC22A18,0,1,,Not reviewed,,not screened
TBX3,0,1,,Not reviewed,,not screened
RP1L1,0,1,,Not reviewed,,not screened
Hs.543074,0,1,,Not reviewed,,not screened
SSX5,0,1,,Not reviewed,,not screened
Hs.388335,0,1,,Not reviewed,,not screened
Hs.309219,0,1,,Not reviewed,,not screened
PEX11B,0,1,,Not reviewed,,not screened
Hs.561960,0,1,,Not reviewed,,not screened
Hs.562607,0,1,,Not reviewed,,not screened
AASDHPPT,0,1,,Not reviewed,,not screened
C8orf1,0,1,,Not reviewed,,not screened
Hs.18804,0,1,,Not reviewed,,not screened
PLA2G4C,0,1,,Not reviewed,,not screened
Hs.368299,0,1,,Not reviewed,,not screened
GAGE8,0,1,,Not reviewed,,not screened
PRKCABP,0,1,,Not reviewed,,not screened
LOC391767,0,1,,Not reviewed,,not screened
Hs.543824,0,1,,Not reviewed,,not screened
Hs.584723,0,1,,Not reviewed,,not screened
Hs.168162,0,1,,Not reviewed,,not screened
Hs.58834,0,1,,Not reviewed,,not screened
ZNF69,0,1,,Not reviewed,,not screened
Hs.162809,0,1,,Not reviewed,,not screened
Hs.566763,0,1,,Not reviewed,,not screened
Hs.572747,0,1,,Not reviewed,,not screened
Hs.543667,0,1,,Not reviewed,,not screened
Hs.578233,0,1,,Not reviewed,,not screened
NCAM2,0,1,,Not reviewed,,not screened
Hs.282397,0,1,,Not reviewed,,not screened
SSR1,0,1,,Not reviewed,,not screened
THYN1,0,1,,Not reviewed,,not screened
ZNF625,0,1,,Not reviewed,,not screened
FLJ38101,0,1,,Not reviewed,,not screened
Hs.129330,0,1,,Not reviewed,,not screened
Hs.538367,0,1,,Not reviewed,,not screened
TGFA,0,1,,Not reviewed,,not screened
LOC648123,0,1,,Not reviewed,,not screened
AMICA1,0,1,,Not reviewed,,not screened
RNU83A,0,1,,Not reviewed,,not screened
LOC440900,0,1,,Not reviewed,,not screened
THEM2,0,1,,Not reviewed,,not screened
ZNRF2,0,1,,Not reviewed,,not screened
Hs.436308,0,1,,Not reviewed,,not screened
TEAD4,0,1,,Not reviewed,,not screened
ASCL3,0,1,,Not reviewed,,not screened
C14orf2,0,1,,Not reviewed,,not screened
Hs.566736,0,1,,Not reviewed,,not screened
FARP2,0,1,,Not reviewed,,not screened
Hs.561715,0,1,,Not reviewed,,not screened
PON3,0,1,,Not reviewed,,not screened
LOC648832,0,1,,Not reviewed,,not screened
LOC645929,0,1,,Not reviewed,,not screened
Hs.543853,0,1,,Not reviewed,,not screened
FLJ45684,0,1,,Not reviewed,,not screened
Hs.445112,0,1,,Not reviewed,,not screened
LOC646552,0,1,,Not reviewed,,not screened
EXOSC3,0,1,,Not reviewed,,not screened
SYNGR2,0,1,,Not reviewed,,not screened
CDC25C,0,1,,Not reviewed,,not screened
LOC349136,0,1,,Not reviewed,,not screened
Hs.572645,0,1,,Not reviewed,,not screened
P4HA1,0,1,,Not reviewed,,not screened
ALAD,0,1,,Not reviewed,,not screened
Hs.4988,0,1,,Not reviewed,,not screened
Hs.574945,0,1,,Not reviewed,,not screened
RPL3L,0,1,,Not reviewed,,not screened
TCBA1,0,1,,Not reviewed,,not screened
TGM6,0,1,,Not reviewed,,not screened
LOC642033,0,1,,Not reviewed,,not screened
Hs.512246,0,1,,Not reviewed,,not screened
Hs.573454,0,1,,Not reviewed,,not screened
Hs.583872,0,1,,Not reviewed,,not screened
Hs.570322,0,1,,Not reviewed,,not screened
Hs.308171,0,1,,Not reviewed,,not screened
Hs.232256,0,1,,Not reviewed,,not screened
LOC387790,0,1,,Not reviewed,,not screened
LOC650863,0,1,,Not reviewed,,not screened
LOC653093,0,1,,Not reviewed,,not screened
TROAP,0,1,,Not reviewed,,not screened
Hs.314767,0,1,,Not reviewed,,not screened
Hs.116870,0,1,,Not reviewed,,not screened
TUBB8,0,1,,Not reviewed,,not screened
C9orf38,0,1,,Not reviewed,,not screened
Hs.309493,0,1,,Not reviewed,,not screened
Hs.512651,0,1,,Not reviewed,,not screened
Hs.434413,0,1,,Not reviewed,,not screened
PSKH2,0,1,,Not reviewed,,not screened
OR5AC2,0,1,,Not reviewed,,not screened
Hs.369401,0,1,,Not reviewed,,not screened
Hs.578507,0,1,,Not reviewed,,not screened
LOC647571,0,1,,Not reviewed,,not screened
OCRL,0,1,,Not reviewed,,not screened
Hs.580525,0,1,,Not reviewed,,not screened
FLJ45832,0,1,,Not reviewed,,not screened
LOC387911,0,1,,Not reviewed,,not screened
RASSF7,0,1,,Not reviewed,,not screened
CPSF2,0,1,,Not reviewed,,not screened
C6orf27,0,1,,Not reviewed,,not screened
CDH19,0,1,,Not reviewed,,not screened
COL4A4,0,1,,Not reviewed,,not screened
CAMP,0,1,,Not reviewed,,not screened
Hs.156222,0,1,,Not reviewed,,not screened
Hs.434163,0,1,,Not reviewed,,not screened
Hs.580920,0,1,,Not reviewed,,not screened
LOC158825,0,1,,Not reviewed,,not screened
SUHW2,0,1,,Not reviewed,,not screened
MGMT,0,1,,Not reviewed,,not screened
LOC55908,0,1,,Not reviewed,,not screened
BANF1,0,1,,Not reviewed,,not screened
PIB5PA,0,1,,Not reviewed,,not screened
C6orf106,0,1,,Not reviewed,,not screened
HPSE,0,1,,Not reviewed,,not screened
CEP170L,0,1,,Not reviewed,,not screened
Hs.541195,0,1,,Not reviewed,,not screened
Hs.564219,0,1,,Not reviewed,,not screened
Hs.563331,0,1,,Not reviewed,,not screened
Hs.578276,0,1,,Not reviewed,,not screened
LOC645757,0,1,,Not reviewed,,not screened
OR12D3,0,1,,Not reviewed,,not screened
NOM1,0,1,,Not reviewed,,not screened
Hs.583080,0,1,,Not reviewed,,not screened
PPM1F,0,1,,Not reviewed,,not screened
OR4N5,0,1,,Not reviewed,,not screened
LOC651898,0,1,,Not reviewed,,not screened
MRPL28,0,1,,Not reviewed,,not screened
Hs.539277,0,1,,Not reviewed,,not screened
PTPN23,0,1,,Not reviewed,,not screened
Hs.574044,0,1,,Not reviewed,,not screened
SORBS3,0,1,,Not reviewed,,not screened
FOXR1,0,1,,Not reviewed,,not screened
Hs.551106,0,1,,Not reviewed,,not screened
NPY,0,1,,Not reviewed,,not screened
Hs.133924,0,1,,Not reviewed,,not screened
REV1L,0,1,,Not reviewed,,not screened
Hs.128689,0,1,,Not reviewed,,not screened
Hs.561029,0,1,,Not reviewed,,not screened
Hs.336868,0,1,,Not reviewed,,not screened
Hs.104990,0,1,,Not reviewed,,not screened
Hs.61151,0,1,,Not reviewed,,not screened
NDRG1,0,1,,Not reviewed,,not screened
Hs.538938,0,1,,Not reviewed,,not screened
Hs.582213,0,1,,Not reviewed,,not screened
Hs.210441,0,1,,Not reviewed,,not screened
Hs.130187,0,1,,Not reviewed,,not screened
Hs.536633,0,1,,Not reviewed,,not screened
MGC35169,0,1,,Not reviewed,,not screened
Hs.247659,0,1,,Not reviewed,,not screened
Hs.575597,0,1,,Not reviewed,,not screened
NR1H4,0,1,,Not reviewed,,not screened
Hs.506058,0,1,,Not reviewed,,not screened
Hs.548787,0,1,,Not reviewed,,not screened
PRMT5,0,1,,Not reviewed,,screened
DEPDC1B,0,1,,Not reviewed,,not screened
IL4,0,1,,Not reviewed,,not screened
Hs.123457,0,1,,Not reviewed,,not screened
SFRP4,0,1,,Not reviewed,,not screened
PBEF1,0,1,,Not reviewed,,not screened
LOC643039,0,1,,Not reviewed,,not screened
BRMS1L,0,1,,Not reviewed,,screened
BBS4,0,1,,Not reviewed,,not screened
LOC402617,0,1,,Not reviewed,,not screened
LOC643055,0,1,,Not reviewed,,not screened
Hs.539346,0,1,,Not reviewed,,not screened
SOX9,0,1,,Not reviewed,,screened
CRYAB,0,1,,Not reviewed,,not screened
LOC642118,0,1,,Not reviewed,,not screened
CDC37L1,0,1,,Not reviewed,,not screened
MEF2A,0,1,,Not reviewed,,not screened
SLC12A8,0,1,,Not reviewed,,not screened
FASTK,0,1,,Not reviewed,,not screened
LOC285074,0,1,,Not reviewed,,not screened
TRIM63,0,1,,Not reviewed,,not screened
Hs.544650,0,1,,Not reviewed,,not screened
Hs.538901,0,1,,Not reviewed,,not screened
Hs.577758,0,1,,Not reviewed,,not screened
PPP2CB,0,1,,Not reviewed,,not screened
Hs.571983,0,1,,Not reviewed,,not screened
LOC643550,0,1,,Not reviewed,,not screened
BAGE4,0,1,,Not reviewed,,not screened
VAX2,0,1,,Not reviewed,,not screened
SNCG,0,1,,Not reviewed,,not screened
Hs.369017,0,1,,Not reviewed,,not screened
Hs.135835,0,1,,Not reviewed,,not screened
RAB9A,0,1,,Not reviewed,,not screened
Hs.544333,0,1,,Not reviewed,,not screened
LOC348645,0,1,,Not reviewed,,not screened
TPSG1,0,1,,Not reviewed,,not screened
LOC223075,0,1,,Not reviewed,,not screened
C11orf37,0,1,,Not reviewed,,not screened
HHEX,0,1,,Not reviewed,,not screened
Hs.311360,0,1,,Not reviewed,,not screened
C20orf111,0,1,,Not reviewed,,not screened
Hs.559908,0,1,,Not reviewed,,not screened
DAZL,0,1,,Not reviewed,,not screened
Hs.554603,0,1,,Not reviewed,,not screened
Hs.570304,0,1,,Not reviewed,,not screened
C3orf52,0,1,,Not reviewed,,not screened
Hs.62953,0,1,,Not reviewed,,not screened
Hs.547178,0,1,,Not reviewed,,not screened
KRTAP10-9,0,1,,Not reviewed,,not screened
PRDM7,0,1,,Not reviewed,,screened
SIAE,0,1,,Not reviewed,,not screened
Hs.541225,0,1,,Not reviewed,,not screened
Hs.564528,0,1,,Not reviewed,,not screened
CMTM6,0,1,,Not reviewed,,not screened
ACHE,0,1,,Not reviewed,,not screened
Hs.535205,0,1,,Not reviewed,,not screened
Hs.525086,0,1,,Not reviewed,,not screened
Hs.535159,0,1,,Not reviewed,,not screened
E2F6,0,1,,Not reviewed,,not screened
PALM2-AKAP2,0,1,,Not reviewed,,not screened
Hs.372465,0,1,,Not reviewed,,not screened
Hs.542779,0,1,,Not reviewed,,not screened
ACOX2,0,1,,Not reviewed,,not screened
USP10,0,1,,Not reviewed,,not screened
C8orf35,0,1,,Not reviewed,,not screened
Hs.572216,0,1,,Not reviewed,,not screened
CTAGE5,0,1,,Not reviewed,,not screened
FLJ32011,0,1,,Not reviewed,,not screened
Hs.563877,0,1,,Not reviewed,,not screened
LOC653097,0,1,,Not reviewed,,not screened
TOX,0,1,,Not reviewed,,not screened
DPAGT1,0,1,,Not reviewed,,not screened
CDC42BPA,0,1,,Not reviewed,,not screened
Hs.516786,0,1,,Not reviewed,,not screened
Hs.532032,0,1,,Not reviewed,,not screened
DIAPH3,0,1,,Not reviewed,,not screened
RNF7,0,1,,Not reviewed,,not screened
LRMP,0,1,,Not reviewed,,not screened
FCRL1,0,1,,Not reviewed,,not screened
ZNF193,0,1,,Not reviewed,,not screened
FCGRT,0,1,,Not reviewed,,not screened
Hs.232769,0,1,,Not reviewed,,not screened
Hs.545825,0,1,,Not reviewed,,not screened
RAB3D,0,1,,Not reviewed,,not screened
Hs.539602,0,1,,Not reviewed,,not screened
TAGLN,0,1,,Not reviewed,,not screened
Hs.541221,0,1,,Not reviewed,,not screened
FHIT,0,1,,Not reviewed,,not screened
Hs.133299,0,1,,Not reviewed,,not screened
TREML2,0,1,,Not reviewed,,not screened
Hs.577013,0,1,,Not reviewed,,not screened
LOC650792,0,1,,Not reviewed,,not screened
Hs.543809,0,1,,Not reviewed,,not screened
Hs.564007,0,1,,Not reviewed,,not screened
Hs.566325,0,1,,Not reviewed,,not screened
Hs.565058,0,1,,Not reviewed,,not screened
GCNT4,0,1,,Not reviewed,,not screened
XK,0,1,,Not reviewed,,not screened
CYP19A1,0,1,,Not reviewed,,not screened
PHF2,0,1,,Not reviewed,,screened
CXorf41,0,1,,Not reviewed,,not screened
Hs.578686,0,1,,Not reviewed,,not screened
MGC39581,0,1,,Not reviewed,,not screened
GABRD,0,1,,Not reviewed,,not screened
Hs.209919,0,1,,Not reviewed,,not screened
LOC653905,0,1,,Not reviewed,,not screened
KTN1,0,1,,Not reviewed,,not screened
Hs.332132,0,1,,Not reviewed,,not screened
Hs.565472,0,1,,Not reviewed,,not screened
ZNF250,0,1,,Not reviewed,,not screened
Hs.539841,0,1,,Not reviewed,,not screened
Hs.543461,0,1,,Not reviewed,,not screened
Hs.298335,0,1,,Not reviewed,,not screened
POMC,0,1,,Not reviewed,,not screened
LOC647335,0,1,,Not reviewed,,not screened
Hs.559465,0,1,,Not reviewed,,not screened
Hs.31562,0,1,,Not reviewed,,not screened
Hs.569093,0,1,,Not reviewed,,not screened
Hs.147630,0,1,,Not reviewed,,not screened
SFRS7,0,1,,Not reviewed,,not screened
Hs.131412,0,1,,Not reviewed,,not screened
CALB1,0,1,,Not reviewed,,not screened
LOC646908,0,1,,Not reviewed,,not screened
C11orf10,0,1,,Not reviewed,,not screened
CUL4A,0,1,,Not reviewed,,not screened
PYGO2,0,1,,Not reviewed,,screened
RPL22,0,1,,Not reviewed,,not screened
RP11-49G10.8,0,1,,Not reviewed,,not screened
Hs.147725,0,1,,Not reviewed,,not screened
MFAP4,0,1,,Not reviewed,,not screened
LHX5,0,1,,Not reviewed,,not screened
Hs.582158,0,1,,Not reviewed,,not screened
TK2,0,1,,Not reviewed,,not screened
LOC649429,0,1,,Not reviewed,,not screened
Hs.542430,0,1,,Not reviewed,,not screened
Hs.162369,0,1,,Not reviewed,,not screened
Hs.7572,0,1,,Not reviewed,,not screened
Hs.583834,0,1,,Not reviewed,,not screened
Hs.539367,0,1,,Not reviewed,,not screened
Hs.324250,0,1,,Not reviewed,,not screened
Hs.213766,0,1,,Not reviewed,,not screened
Hs.545371,0,1,,Not reviewed,,not screened
ATP9B,0,1,,Not reviewed,,not screened
Hs.368007,0,1,,Not reviewed,,not screened
PRCC,0,1,,Not reviewed,,not screened
ACVR2A,0,1,,Not reviewed,,screened
EIF2S2,0,1,,Not reviewed,,not screened
Hs.543642,0,1,,Not reviewed,,not screened
Hs.544323,0,1,,Not reviewed,,not screened
AKR1D1,0,1,,Not reviewed,,not screened
KIAA1219,0,1,,Not reviewed,,not screened
BACH2,0,1,,Not reviewed,,not screened
ACOX1,0,1,,Not reviewed,,not screened
FLJ32682,0,1,,Not reviewed,,not screened
MGC72075,0,1,,Not reviewed,,not screened
GRRP1,0,1,,Not reviewed,,not screened
Hs.156892,0,1,,Not reviewed,,not screened
Hs.571481,0,1,,Not reviewed,,not screened
LOC650673,0,1,,Not reviewed,,not screened
LOC284064,0,1,,Not reviewed,,not screened
Hs.568483,0,1,,Not reviewed,,not screened
Hs.571228,0,1,,Not reviewed,,not screened
SLC17A3,0,1,,Not reviewed,,not screened
Hs.317106,0,1,,Not reviewed,,not screened
SLC12A9,0,1,,Not reviewed,,not screened
Hs.581933,0,1,,Not reviewed,,not screened
KRTAP9-2,0,1,,Not reviewed,,not screened
Hs.570751,0,1,,Not reviewed,,not screened
TAS2R41,0,1,,Not reviewed,,not screened
SLC19A1,0,1,,Not reviewed,,not screened
LOC645897,0,1,,Not reviewed,,not screened
Hs.582255,0,1,,Not reviewed,,not screened
Hs.570282,0,1,,Not reviewed,,not screened
Hs.445274,0,1,,Not reviewed,,not screened
PER2,0,1,,Not reviewed,,not screened
LOC648612,0,1,,Not reviewed,,not screened
TAS2R10,0,1,,Not reviewed,,not screened
Hs.429822,0,1,,Not reviewed,,not screened
Hs.571088,0,1,,Not reviewed,,not screened
C3orf17,0,1,,Not reviewed,,not screened
LOC650872,0,1,,Not reviewed,,not screened
Hs.537731,0,1,,Not reviewed,,not screened
Hs.552399,0,1,,Not reviewed,,not screened
KCNK18,0,1,,Not reviewed,,not screened
YRDC,0,1,,Not reviewed,,not screened
Hs.558953,0,1,,Not reviewed,,not screened
MARCH8,0,1,,Not reviewed,,not screened
ATP5A1,0,1,,Not reviewed,,not screened
CHMP5,0,1,,Not reviewed,,not screened
Hs.486451,0,1,,Not reviewed,,not screened
ACADL,0,1,,Not reviewed,,not screened
Hs.570437,0,1,,Not reviewed,,not screened
TRPC6,0,1,,Not reviewed,,not screened
Hs.564462,0,1,,Not reviewed,,not screened
Hs.434122,0,1,,Not reviewed,,not screened
LOC56902,0,1,,Not reviewed,,not screened
LOC650087,0,1,,Not reviewed,,not screened
OSBP2,0,1,,Not reviewed,,not screened
Hs.566930,0,1,,Not reviewed,,not screened
Hs.545055,0,1,,Not reviewed,,not screened
TCEB1,0,1,,Not reviewed,,not screened
FKBP6,0,1,,Not reviewed,,not screened
Hs.389751,0,1,,Not reviewed,,not screened
Hs.565314,0,1,,Not reviewed,,not screened
GART,0,1,,Not reviewed,,not screened
